role,permission,direct,effective_via_alias
"admin","classes:create","true","true"
"admin","classes:read","true","true"
"admin","streams:create","true","true"
"admin","streams:read","true","true"
"admin","academic_years:create","true","true"
"admin","academic_years:read","true","true"
"admin","sections:create","true","true"
"admin","sections:read","true","true"
"admin","academics:manage","true","true"
"admin","academics:read","true","true"
"admin","academics:enter_marks","true","true"
"admin","academics:manage_report_cards","true","true"
"admin","academics:create","true","true"
"admin","academics:update","true","true"
"admin","academics:delete","true","true"
"admin","exam-terms:read","true","true"
"admin","exam-terms:manage","true","true"
"admin","exam-terms:unlock","true","true"
"admin","assessment-components:read","true","true"
"admin","assessment-components:manage","true","true"
"admin","marks:read","true","true"
"admin","marks:manage","true","true"
"admin","marks:review_lock","true","true"
"admin","academics:cas:manage","true","true"
"admin","cas-records:read","true","true"
"admin","cas-records:manage","true","true"
"admin","results:read","true","true"
"admin","results:publish","true","true"
"admin","results:unpublish","true","true"
"admin","academics:report_cards:review","true","true"
"admin","timetable:manage","true","true"
"admin","timetable:read_published","true","true"
"admin","timetable:read","true","true"
"admin","timetable:create","true","true"
"admin","timetable:update","true","true"
"admin","timetable:delete","true","true"
"admin","timetable:publish","true","true"
"admin","timetable:substitute","true","true"
"admin","homework:create","true","true"
"admin","homework:read_published","true","true"
"admin","homework:read","true","true"
"admin","homework:review","true","true"
"admin","homework:update","true","true"
"admin","homework:delete","true","true"
"admin","homework:notify","true","true"
"admin","homework:submit","true","true"
"admin","accounting:read","false","false"
"admin","accounting:close","false","false"
"admin","accounting:reverse","false","false"
"admin","accounting:accounts:read","false","false"
"admin","accounting:accounts:write","false","false"
"admin","accounting:fiscal:manage","false","false"
"admin","accounting:fiscal:reopen","false","false"
"admin","accounting:journals:read","false","false"
"admin","accounting:journals:create","false","false"
"admin","accounting:journals:submit","false","false"
"admin","accounting:journals:approve","false","false"
"admin","accounting:journals:reject","false","false"
"admin","accounting:journals:post","false","false"
"admin","accounting:journals:cancel","false","false"
"admin","accounting:journals:reverse","false","false"
"admin","accounting:reports:read","false","false"
"admin","accounting:audit:read","false","false"
"admin","accounting:reports:trial-balance","false","false"
"admin","accounting:reports:general-ledger","false","false"
"admin","accounting:reports:cash-book","false","false"
"admin","accounting:reports:income-statement","false","false"
"admin","accounting:reports:balance-sheet","false","false"
"admin","accounting:reports:tax-summary","false","false"
"admin","accounting:settings:read","false","false"
"admin","accounting:settings:update","false","false"
"admin","accounting:exports:create","false","true"
"admin","accounting:posting-batches:read","false","false"
"admin","accounting:posting-batches:retry","false","false"
"admin","accounting:payroll-handoff:read","false","false"
"admin","accounting:payroll-handoff:post","false","false"
"admin","accounting:expenses:read","false","false"
"admin","accounting:expenses:write","false","false"
"admin","accounting:vendors:read","false","false"
"admin","accounting:vendors:write","false","false"
"admin","accounting:payables:read","false","false"
"admin","accounting:payables:write","false","false"
"admin","accounting:reconciliation:read","false","false"
"admin","accounting:reconciliation:manage","false","false"
"admin","accounting:reconciliation:finalize","false","false"
"admin","finance:principal:read","false","false"
"admin","finance:approvals:read","false","false"
"admin","finance:approvals:decide","false","false"
"admin","accounting:budgets:read","false","false"
"admin","accounting:budgets:write","false","false"
"admin","accounting:reports:budget-vs-actual","false","false"
"admin","accounting:reports:cash-flow-statement","false","false"
"admin","activity_feed:create","true","true"
"admin","activity_feed:read","true","true"
"admin","activity_feed:moderate","true","true"
"admin","advanced:approvals:read","true","true"
"admin","advanced:approvals:manage","true","true"
"admin","advanced:approvals:decide","true","true"
"admin","advanced:automation:read","true","true"
"admin","advanced:automation:manage","true","true"
"admin","advanced:automation:execute","true","true"
"admin","advanced:analytics:read","true","true"
"admin","advanced:analytics:refresh","true","true"
"admin","advanced:documents:read","true","true"
"admin","advanced:documents:manage","true","true"
"admin","advanced:exports:read","true","true"
"admin","advanced:exports:create","true","true"
"admin","attendance:mark","true","true"
"admin","attendance:read","true","true"
"admin","attendance:review_conflicts","true","true"
"admin","attendance:manage_all","true","true"
"admin","attendance:override_lock","true","true"
"admin","attendance:staff:update","true","true"
"admin","users:create","true","true"
"admin","users:read","true","true"
"admin","users:update_status","true","true"
"admin","users:reset_password","true","true"
"admin","roles:read","true","true"
"admin","roles:create","true","true"
"admin","roles:assign","true","true"
"admin","roles:manage_permissions","true","true"
"admin","canteen:menu:create","true","true"
"admin","canteen:menu:read","true","true"
"admin","canteen:menu:update","true","true"
"admin","canteen:plans:create","true","true"
"admin","canteen:plans:read","true","true"
"admin","canteen:plans:update","true","true"
"admin","canteen:enrollments:create","true","true"
"admin","canteen:enrollments:read","true","true"
"admin","canteen:enrollments:update","true","true"
"admin","canteen:serving:create","true","true"
"admin","canteen:serving:read","true","true"
"admin","canteen:serving:update","true","true"
"admin","canteen:wallets:create","true","true"
"admin","canteen:wallets:read","true","true"
"admin","canteen:wallets:update","true","true"
"admin","canteen:pos:create","true","true"
"admin","canteen:pos:read","true","true"
"admin","canteen:pos:update","true","true"
"admin","canteen:inventory:read","true","true"
"admin","canteen:inventory:update","true","true"
"admin","canteen:controls:create","true","true"
"admin","canteen:controls:read","true","true"
"admin","canteen:controls:update","true","true"
"admin","canteen:reports:read","true","true"
"admin","canteen:parent:read","true","true"
"admin","notifications:view_own","true","true"
"admin","notifications:manage_templates","true","true"
"admin","notifications:manage_preferences","true","true"
"admin","notifications:view_delivery_diagnostics","true","true"
"admin","notifications:retry_deliveries","true","true"
"admin","notices:create","true","true"
"admin","notices:edit","true","true"
"admin","notices:publish","true","true"
"admin","notices:schedule","true","true"
"admin","notices:cancel","true","true"
"admin","notices:archive","true","true"
"admin","notices:read","true","true"
"admin","notices:approve","true","true"
"admin","notices:send_emergency","true","true"
"admin","notices:read_reports","true","true"
"admin","events:create","true","true"
"admin","events:read","true","true"
"admin","communications:read_deliveries","true","true"
"admin","communications:retry_deliveries","true","true"
"admin","communications:manage_templates","true","true"
"admin","communications:manage_consent","true","true"
"admin","consents:manage","true","true"
"admin","service_requests:create","true","true"
"admin","service_requests:read","true","true"
"admin","service_requests:manage","true","true"
"admin","fees:manage","false","false"
"admin","fees:bill","false","false"
"admin","fees:discount","false","false"
"admin","fees:adjust","false","false"
"admin","payments:collect","false","false"
"admin","payments:refund","false","false"
"admin","payments:close","false","false"
"admin","payments:reverse","false","false"
"admin","receipts:read","false","false"
"admin","receipts:manage","false","false"
"admin","ledger:read","false","false"
"admin","hr:manage","true","true"
"admin","hr:read","true","true"
"admin","hr:staff:read","true","true"
"admin","hr:staff:create","true","true"
"admin","hr:staff:update","true","true"
"admin","hr:staff:lifecycle","true","true"
"admin","hr:staff:terminate","true","true"
"admin","hr:staff:archive","true","true"
"admin","hr:attendance:read","true","true"
"admin","hr:attendance:write","true","true"
"admin","hr:attendance:correct","true","true"
"admin","hr:leave:read","true","true"
"admin","hr:leave:request","true","true"
"admin","hr:leave:approve","true","true"
"admin","hr:leave:adjust","true","true"
"admin","learning:read","true","true"
"admin","learning:manage","true","true"
"admin","learning:create","true","true"
"admin","learning:update","true","true"
"admin","learning:delete","true","true"
"admin","learning:launch","true","true"
"admin","learning:attempt","true","true"
"admin","learning:progress","true","true"
"admin","library:read","true","true"
"admin","library:manage","true","true"
"admin","library:books:create","true","true"
"admin","library:books:read","true","true"
"admin","library:books:update","true","true"
"admin","library:copies:create","true","true"
"admin","library:copies:read","true","true"
"admin","library:copies:update","true","true"
"admin","library:issues:create","true","true"
"admin","library:issues:read","true","true"
"admin","library:issues:return","true","true"
"admin","library:fines:create","true","true"
"admin","library:fines:update","true","true"
"admin","library:fines:post","true","true"
"admin","library:reports:read","true","true"
"admin","library:reports:export","true","true"
"admin","messaging:create","false","false"
"admin","messaging:read","true","true"
"admin","messaging:manage","false","false"
"admin","payroll:manage","false","false"
"admin","payroll:read","false","false"
"admin","payroll:salary:read","false","false"
"admin","payroll:salary:write","false","false"
"admin","payroll:run:create","false","false"
"admin","payroll:run:read","false","false"
"admin","payroll:run:review","false","false"
"admin","payroll:run:approve","false","false"
"admin","payroll:run:post","false","false"
"admin","payroll:run:pay","false","false"
"admin","payroll:run:reverse","false","false"
"admin","payroll:payslip:read","false","true"
"admin","payroll:payslip:generate","false","false"
"admin","payroll:reports:read","false","false"
"admin","payroll:exports:create","false","true"
"admin","tenants:manage","false","false"
"admin","tenants:read","true","true"
"admin","platform:read","false","false"
"admin","platform:manage","false","false"
"admin","platform:dashboard:read","false","false"
"admin","platform:tenants:read","false","false"
"admin","platform:tenants:status","false","false"
"admin","platform:plans:read","false","false"
"admin","platform:plans:manage","false","false"
"admin","platform:subscriptions:read","false","false"
"admin","platform:subscriptions:manage","false","false"
"admin","platform:usage:read","false","false"
"admin","platform:billing:read","false","false"
"admin","platform:billing:manage","false","false"
"admin","platform:providers:read","false","false"
"admin","platform:providers:manage","false","false"
"admin","platform:api-keys:read","false","false"
"admin","platform:api-keys:manage","false","false"
"admin","platform:queues:read","false","false"
"admin","platform:queues:retry","false","false"
"admin","platform:queues:manage","false","false"
"admin","platform:support:override","false","false"
"admin","platform:audit:read","false","false"
"admin","platform:health:read","false","false"
"admin","platform:reports:read","false","false"
"admin","platform:onboarding:read","false","false"
"admin","platform:onboarding:manage","false","false"
"admin","platform:demo-requests:read","false","false"
"admin","platform:demo-requests:manage","false","false"
"admin","settings:read_public","true","true"
"admin","settings:read","true","true"
"admin","settings:manage","true","true"
"admin","settings:delegate","true","true"
"admin","settings:audit:read","true","true"
"admin","settings:identity:manage","true","true"
"admin","settings:academic:manage","true","true"
"admin","settings:attendance:manage","true","true"
"admin","settings:finance:manage","false","true"
"admin","settings:hr:manage","true","true"
"admin","settings:accounting:manage","false","true"
"admin","settings:communication:manage","true","true"
"admin","settings:security:manage","true","true"
"admin","reports:read","true","true"
"admin","reports:export","true","true"
"admin","staff:create","true","true"
"admin","staff:read","true","true"
"admin","staff:update","true","true"
"admin","students:create","true","true"
"admin","students:read","true","true"
"admin","students:update","true","true"
"admin","students:delete","true","true"
"admin","students:manage_lifecycle","true","true"
"admin","admission_policy:read","true","true"
"admin","admission_policy:manage","true","true"
"admin","students:qr:generate","true","true"
"admin","students:qr:read","true","true"
"admin","students:qr:rotate","true","true"
"admin","students:qr:revoke","true","true"
"admin","students:qr:resolve","true","true"
"admin","students:qr:resolve_all","true","true"
"admin","guardians:create","true","true"
"admin","guardians:read","true","true"
"admin","guardians:update","true","true"
"admin","guardians:verify","true","true"
"admin","student_documents:manage","true","true"
"admin","siblings:manage","true","true"
"admin","enrollments:create","true","true"
"admin","enrollments:read","true","true"
"admin","transport:read","true","true"
"admin","transport:manage","true","true"
"admin","transport:operate","true","true"
"admin","transport:routes:create","true","true"
"admin","transport:routes:read","true","true"
"admin","transport:routes:update","true","true"
"admin","transport:vehicles:create","true","true"
"admin","transport:vehicles:read","true","true"
"admin","transport:vehicles:update","true","true"
"admin","transport:assignments:create","true","true"
"admin","transport:assignments:read","true","true"
"admin","transport:assignments:update","true","true"
"admin","transport:trips:create","true","true"
"admin","transport:trips:read","true","true"
"admin","transport:trips:update","true","true"
"admin","transport:location:read","true","true"
"admin","transport:location:update","true","true"
"admin","transport:tracking:parent","true","true"
"admin","transport:reports:read","true","true"
"school_config_owner","classes:create","false","false"
"school_config_owner","classes:read","true","true"
"school_config_owner","streams:create","false","false"
"school_config_owner","streams:read","false","false"
"school_config_owner","academic_years:create","true","true"
"school_config_owner","academic_years:read","true","true"
"school_config_owner","sections:create","false","false"
"school_config_owner","sections:read","true","true"
"school_config_owner","academics:manage","false","false"
"school_config_owner","academics:read","false","false"
"school_config_owner","academics:enter_marks","false","false"
"school_config_owner","academics:manage_report_cards","false","false"
"school_config_owner","academics:create","false","false"
"school_config_owner","academics:update","false","false"
"school_config_owner","academics:delete","false","false"
"school_config_owner","exam-terms:read","false","false"
"school_config_owner","exam-terms:manage","false","false"
"school_config_owner","exam-terms:unlock","false","false"
"school_config_owner","assessment-components:read","false","false"
"school_config_owner","assessment-components:manage","false","false"
"school_config_owner","marks:read","false","false"
"school_config_owner","marks:manage","false","false"
"school_config_owner","marks:review_lock","false","false"
"school_config_owner","academics:cas:manage","false","false"
"school_config_owner","cas-records:read","false","false"
"school_config_owner","cas-records:manage","false","false"
"school_config_owner","results:read","false","false"
"school_config_owner","results:publish","false","false"
"school_config_owner","results:unpublish","false","false"
"school_config_owner","academics:report_cards:review","false","false"
"school_config_owner","timetable:manage","false","false"
"school_config_owner","timetable:read_published","false","false"
"school_config_owner","timetable:read","false","false"
"school_config_owner","timetable:create","false","false"
"school_config_owner","timetable:update","false","false"
"school_config_owner","timetable:delete","false","false"
"school_config_owner","timetable:publish","false","false"
"school_config_owner","timetable:substitute","false","false"
"school_config_owner","homework:create","false","false"
"school_config_owner","homework:read_published","false","false"
"school_config_owner","homework:read","false","false"
"school_config_owner","homework:review","false","false"
"school_config_owner","homework:update","false","false"
"school_config_owner","homework:delete","false","false"
"school_config_owner","homework:notify","false","false"
"school_config_owner","homework:submit","false","false"
"school_config_owner","accounting:read","false","false"
"school_config_owner","accounting:close","false","false"
"school_config_owner","accounting:reverse","false","false"
"school_config_owner","accounting:accounts:read","false","false"
"school_config_owner","accounting:accounts:write","false","false"
"school_config_owner","accounting:fiscal:manage","false","false"
"school_config_owner","accounting:fiscal:reopen","false","false"
"school_config_owner","accounting:journals:read","false","false"
"school_config_owner","accounting:journals:create","false","false"
"school_config_owner","accounting:journals:submit","false","false"
"school_config_owner","accounting:journals:approve","false","false"
"school_config_owner","accounting:journals:reject","false","false"
"school_config_owner","accounting:journals:post","false","false"
"school_config_owner","accounting:journals:cancel","false","false"
"school_config_owner","accounting:journals:reverse","false","false"
"school_config_owner","accounting:reports:read","false","false"
"school_config_owner","accounting:audit:read","false","false"
"school_config_owner","accounting:reports:trial-balance","false","false"
"school_config_owner","accounting:reports:general-ledger","false","false"
"school_config_owner","accounting:reports:cash-book","false","false"
"school_config_owner","accounting:reports:income-statement","false","false"
"school_config_owner","accounting:reports:balance-sheet","false","false"
"school_config_owner","accounting:reports:tax-summary","false","false"
"school_config_owner","accounting:settings:read","true","true"
"school_config_owner","accounting:settings:update","true","true"
"school_config_owner","accounting:exports:create","false","false"
"school_config_owner","accounting:posting-batches:read","false","false"
"school_config_owner","accounting:posting-batches:retry","false","false"
"school_config_owner","accounting:payroll-handoff:read","false","false"
"school_config_owner","accounting:payroll-handoff:post","false","false"
"school_config_owner","accounting:expenses:read","false","false"
"school_config_owner","accounting:expenses:write","false","false"
"school_config_owner","accounting:vendors:read","false","false"
"school_config_owner","accounting:vendors:write","false","false"
"school_config_owner","accounting:payables:read","false","false"
"school_config_owner","accounting:payables:write","false","false"
"school_config_owner","accounting:reconciliation:read","false","false"
"school_config_owner","accounting:reconciliation:manage","false","false"
"school_config_owner","accounting:reconciliation:finalize","false","false"
"school_config_owner","finance:principal:read","false","false"
"school_config_owner","finance:approvals:read","false","false"
"school_config_owner","finance:approvals:decide","false","false"
"school_config_owner","accounting:budgets:read","false","false"
"school_config_owner","accounting:budgets:write","false","false"
"school_config_owner","accounting:reports:budget-vs-actual","false","false"
"school_config_owner","accounting:reports:cash-flow-statement","false","false"
"school_config_owner","activity_feed:create","false","false"
"school_config_owner","activity_feed:read","false","false"
"school_config_owner","activity_feed:moderate","false","false"
"school_config_owner","advanced:approvals:read","false","true"
"school_config_owner","advanced:approvals:manage","false","true"
"school_config_owner","advanced:approvals:decide","false","true"
"school_config_owner","advanced:automation:read","false","true"
"school_config_owner","advanced:automation:manage","false","true"
"school_config_owner","advanced:automation:execute","false","true"
"school_config_owner","advanced:analytics:read","false","true"
"school_config_owner","advanced:analytics:refresh","false","true"
"school_config_owner","advanced:documents:read","false","true"
"school_config_owner","advanced:documents:manage","false","true"
"school_config_owner","advanced:exports:read","false","true"
"school_config_owner","advanced:exports:create","false","false"
"school_config_owner","attendance:mark","false","false"
"school_config_owner","attendance:read","false","false"
"school_config_owner","attendance:review_conflicts","false","false"
"school_config_owner","attendance:manage_all","false","false"
"school_config_owner","attendance:override_lock","false","false"
"school_config_owner","attendance:staff:update","false","false"
"school_config_owner","users:create","true","true"
"school_config_owner","users:read","true","true"
"school_config_owner","users:update_status","true","true"
"school_config_owner","users:reset_password","true","true"
"school_config_owner","roles:read","true","true"
"school_config_owner","roles:create","true","true"
"school_config_owner","roles:assign","true","true"
"school_config_owner","roles:manage_permissions","true","true"
"school_config_owner","canteen:menu:create","false","false"
"school_config_owner","canteen:menu:read","false","false"
"school_config_owner","canteen:menu:update","false","false"
"school_config_owner","canteen:plans:create","false","false"
"school_config_owner","canteen:plans:read","false","false"
"school_config_owner","canteen:plans:update","false","false"
"school_config_owner","canteen:enrollments:create","false","false"
"school_config_owner","canteen:enrollments:read","false","false"
"school_config_owner","canteen:enrollments:update","false","false"
"school_config_owner","canteen:serving:create","false","false"
"school_config_owner","canteen:serving:read","false","false"
"school_config_owner","canteen:serving:update","false","false"
"school_config_owner","canteen:wallets:create","false","false"
"school_config_owner","canteen:wallets:read","false","false"
"school_config_owner","canteen:wallets:update","false","false"
"school_config_owner","canteen:pos:create","false","false"
"school_config_owner","canteen:pos:read","false","false"
"school_config_owner","canteen:pos:update","false","false"
"school_config_owner","canteen:inventory:read","false","false"
"school_config_owner","canteen:inventory:update","false","false"
"school_config_owner","canteen:controls:create","false","false"
"school_config_owner","canteen:controls:read","false","false"
"school_config_owner","canteen:controls:update","false","false"
"school_config_owner","canteen:reports:read","false","false"
"school_config_owner","canteen:parent:read","false","false"
"school_config_owner","notifications:view_own","false","false"
"school_config_owner","notifications:manage_templates","false","false"
"school_config_owner","notifications:manage_preferences","false","false"
"school_config_owner","notifications:view_delivery_diagnostics","false","false"
"school_config_owner","notifications:retry_deliveries","false","false"
"school_config_owner","notices:create","false","false"
"school_config_owner","notices:edit","false","false"
"school_config_owner","notices:publish","false","false"
"school_config_owner","notices:schedule","false","false"
"school_config_owner","notices:cancel","false","false"
"school_config_owner","notices:archive","false","false"
"school_config_owner","notices:read","false","false"
"school_config_owner","notices:approve","false","false"
"school_config_owner","notices:send_emergency","false","false"
"school_config_owner","notices:read_reports","false","false"
"school_config_owner","events:create","false","false"
"school_config_owner","events:read","false","false"
"school_config_owner","communications:read_deliveries","false","false"
"school_config_owner","communications:retry_deliveries","false","false"
"school_config_owner","communications:manage_templates","false","false"
"school_config_owner","communications:manage_consent","true","true"
"school_config_owner","consents:manage","true","true"
"school_config_owner","service_requests:create","false","false"
"school_config_owner","service_requests:read","false","false"
"school_config_owner","service_requests:manage","false","false"
"school_config_owner","fees:manage","false","false"
"school_config_owner","fees:bill","false","false"
"school_config_owner","fees:discount","false","false"
"school_config_owner","fees:adjust","false","false"
"school_config_owner","payments:collect","false","false"
"school_config_owner","payments:refund","false","false"
"school_config_owner","payments:close","false","false"
"school_config_owner","payments:reverse","false","false"
"school_config_owner","receipts:read","false","false"
"school_config_owner","receipts:manage","false","false"
"school_config_owner","ledger:read","false","false"
"school_config_owner","hr:manage","false","false"
"school_config_owner","hr:read","false","false"
"school_config_owner","hr:staff:read","false","false"
"school_config_owner","hr:staff:create","false","false"
"school_config_owner","hr:staff:update","false","false"
"school_config_owner","hr:staff:lifecycle","false","false"
"school_config_owner","hr:staff:terminate","false","false"
"school_config_owner","hr:staff:archive","false","false"
"school_config_owner","hr:attendance:read","false","false"
"school_config_owner","hr:attendance:write","false","false"
"school_config_owner","hr:attendance:correct","false","false"
"school_config_owner","hr:leave:read","false","false"
"school_config_owner","hr:leave:request","false","false"
"school_config_owner","hr:leave:approve","false","false"
"school_config_owner","hr:leave:adjust","false","false"
"school_config_owner","learning:read","false","false"
"school_config_owner","learning:manage","false","false"
"school_config_owner","learning:create","false","false"
"school_config_owner","learning:update","false","false"
"school_config_owner","learning:delete","false","false"
"school_config_owner","learning:launch","false","false"
"school_config_owner","learning:attempt","false","false"
"school_config_owner","learning:progress","false","false"
"school_config_owner","library:read","false","false"
"school_config_owner","library:manage","false","false"
"school_config_owner","library:books:create","false","false"
"school_config_owner","library:books:read","false","false"
"school_config_owner","library:books:update","false","false"
"school_config_owner","library:copies:create","false","false"
"school_config_owner","library:copies:read","false","false"
"school_config_owner","library:copies:update","false","false"
"school_config_owner","library:issues:create","false","false"
"school_config_owner","library:issues:read","false","false"
"school_config_owner","library:issues:return","false","false"
"school_config_owner","library:fines:create","false","false"
"school_config_owner","library:fines:update","false","false"
"school_config_owner","library:fines:post","false","false"
"school_config_owner","library:reports:read","false","false"
"school_config_owner","library:reports:export","false","false"
"school_config_owner","messaging:create","false","false"
"school_config_owner","messaging:read","false","false"
"school_config_owner","messaging:manage","false","false"
"school_config_owner","payroll:manage","false","false"
"school_config_owner","payroll:read","false","false"
"school_config_owner","payroll:salary:read","false","false"
"school_config_owner","payroll:salary:write","false","false"
"school_config_owner","payroll:run:create","false","false"
"school_config_owner","payroll:run:read","false","false"
"school_config_owner","payroll:run:review","false","false"
"school_config_owner","payroll:run:approve","false","false"
"school_config_owner","payroll:run:post","false","false"
"school_config_owner","payroll:run:pay","false","false"
"school_config_owner","payroll:run:reverse","false","false"
"school_config_owner","payroll:payslip:read","false","false"
"school_config_owner","payroll:payslip:generate","false","false"
"school_config_owner","payroll:reports:read","false","false"
"school_config_owner","payroll:exports:create","false","false"
"school_config_owner","tenants:manage","false","false"
"school_config_owner","tenants:read","false","false"
"school_config_owner","platform:read","false","false"
"school_config_owner","platform:manage","false","false"
"school_config_owner","platform:dashboard:read","false","false"
"school_config_owner","platform:tenants:read","false","false"
"school_config_owner","platform:tenants:status","false","false"
"school_config_owner","platform:plans:read","false","false"
"school_config_owner","platform:plans:manage","false","false"
"school_config_owner","platform:subscriptions:read","false","false"
"school_config_owner","platform:subscriptions:manage","false","false"
"school_config_owner","platform:usage:read","false","false"
"school_config_owner","platform:billing:read","false","false"
"school_config_owner","platform:billing:manage","false","false"
"school_config_owner","platform:providers:read","false","false"
"school_config_owner","platform:providers:manage","false","false"
"school_config_owner","platform:api-keys:read","false","false"
"school_config_owner","platform:api-keys:manage","false","false"
"school_config_owner","platform:queues:read","false","false"
"school_config_owner","platform:queues:retry","false","false"
"school_config_owner","platform:queues:manage","false","false"
"school_config_owner","platform:support:override","false","false"
"school_config_owner","platform:audit:read","false","false"
"school_config_owner","platform:health:read","false","false"
"school_config_owner","platform:reports:read","false","false"
"school_config_owner","platform:onboarding:read","false","false"
"school_config_owner","platform:onboarding:manage","false","false"
"school_config_owner","platform:demo-requests:read","false","false"
"school_config_owner","platform:demo-requests:manage","false","false"
"school_config_owner","settings:read_public","true","true"
"school_config_owner","settings:read","true","true"
"school_config_owner","settings:manage","true","true"
"school_config_owner","settings:delegate","true","true"
"school_config_owner","settings:audit:read","true","true"
"school_config_owner","settings:identity:manage","true","true"
"school_config_owner","settings:academic:manage","true","true"
"school_config_owner","settings:attendance:manage","true","true"
"school_config_owner","settings:finance:manage","true","true"
"school_config_owner","settings:hr:manage","true","true"
"school_config_owner","settings:accounting:manage","true","true"
"school_config_owner","settings:communication:manage","true","true"
"school_config_owner","settings:security:manage","true","true"
"school_config_owner","reports:read","true","true"
"school_config_owner","reports:export","false","false"
"school_config_owner","staff:create","false","false"
"school_config_owner","staff:read","false","false"
"school_config_owner","staff:update","false","false"
"school_config_owner","students:create","false","false"
"school_config_owner","students:read","false","false"
"school_config_owner","students:update","false","false"
"school_config_owner","students:delete","false","false"
"school_config_owner","students:manage_lifecycle","false","false"
"school_config_owner","admission_policy:read","true","true"
"school_config_owner","admission_policy:manage","true","true"
"school_config_owner","students:qr:generate","false","false"
"school_config_owner","students:qr:read","false","false"
"school_config_owner","students:qr:rotate","false","false"
"school_config_owner","students:qr:revoke","false","false"
"school_config_owner","students:qr:resolve","false","false"
"school_config_owner","students:qr:resolve_all","false","false"
"school_config_owner","guardians:create","false","false"
"school_config_owner","guardians:read","false","false"
"school_config_owner","guardians:update","false","false"
"school_config_owner","guardians:verify","false","false"
"school_config_owner","student_documents:manage","false","false"
"school_config_owner","siblings:manage","false","false"
"school_config_owner","enrollments:create","false","false"
"school_config_owner","enrollments:read","false","false"
"school_config_owner","transport:read","false","false"
"school_config_owner","transport:manage","false","false"
"school_config_owner","transport:operate","false","false"
"school_config_owner","transport:routes:create","false","false"
"school_config_owner","transport:routes:read","false","false"
"school_config_owner","transport:routes:update","false","false"
"school_config_owner","transport:vehicles:create","false","false"
"school_config_owner","transport:vehicles:read","false","false"
"school_config_owner","transport:vehicles:update","false","false"
"school_config_owner","transport:assignments:create","false","false"
"school_config_owner","transport:assignments:read","false","false"
"school_config_owner","transport:assignments:update","false","false"
"school_config_owner","transport:trips:create","false","false"
"school_config_owner","transport:trips:read","false","false"
"school_config_owner","transport:trips:update","false","false"
"school_config_owner","transport:location:read","false","false"
"school_config_owner","transport:location:update","false","false"
"school_config_owner","transport:tracking:parent","false","false"
"school_config_owner","transport:reports:read","false","false"
"principal","classes:create","false","false"
"principal","classes:read","true","true"
"principal","streams:create","false","false"
"principal","streams:read","true","true"
"principal","academic_years:create","false","false"
"principal","academic_years:read","true","true"
"principal","sections:create","false","false"
"principal","sections:read","true","true"
"principal","academics:manage","false","false"
"principal","academics:read","true","true"
"principal","academics:enter_marks","false","false"
"principal","academics:manage_report_cards","false","false"
"principal","academics:create","false","false"
"principal","academics:update","false","false"
"principal","academics:delete","false","false"
"principal","exam-terms:read","true","true"
"principal","exam-terms:manage","false","false"
"principal","exam-terms:unlock","true","true"
"principal","assessment-components:read","true","true"
"principal","assessment-components:manage","false","false"
"principal","marks:read","true","true"
"principal","marks:manage","false","false"
"principal","marks:review_lock","true","true"
"principal","academics:cas:manage","false","false"
"principal","cas-records:read","true","true"
"principal","cas-records:manage","false","false"
"principal","results:read","true","true"
"principal","results:publish","true","true"
"principal","results:unpublish","true","true"
"principal","academics:report_cards:review","true","true"
"principal","timetable:manage","false","false"
"principal","timetable:read_published","false","false"
"principal","timetable:read","false","false"
"principal","timetable:create","false","false"
"principal","timetable:update","false","false"
"principal","timetable:delete","false","false"
"principal","timetable:publish","false","false"
"principal","timetable:substitute","false","false"
"principal","homework:create","false","false"
"principal","homework:read_published","false","false"
"principal","homework:read","false","false"
"principal","homework:review","false","false"
"principal","homework:update","false","false"
"principal","homework:delete","false","false"
"principal","homework:notify","false","false"
"principal","homework:submit","false","false"
"principal","accounting:read","true","true"
"principal","accounting:close","false","false"
"principal","accounting:reverse","false","false"
"principal","accounting:accounts:read","true","true"
"principal","accounting:accounts:write","false","false"
"principal","accounting:fiscal:manage","false","false"
"principal","accounting:fiscal:reopen","false","false"
"principal","accounting:journals:read","true","true"
"principal","accounting:journals:create","false","false"
"principal","accounting:journals:submit","false","false"
"principal","accounting:journals:approve","false","false"
"principal","accounting:journals:reject","false","false"
"principal","accounting:journals:post","false","false"
"principal","accounting:journals:cancel","false","false"
"principal","accounting:journals:reverse","false","false"
"principal","accounting:reports:read","true","true"
"principal","accounting:audit:read","true","true"
"principal","accounting:reports:trial-balance","true","true"
"principal","accounting:reports:general-ledger","true","true"
"principal","accounting:reports:cash-book","true","true"
"principal","accounting:reports:income-statement","true","true"
"principal","accounting:reports:balance-sheet","true","true"
"principal","accounting:reports:tax-summary","true","true"
"principal","accounting:settings:read","true","true"
"principal","accounting:settings:update","false","false"
"principal","accounting:exports:create","false","false"
"principal","accounting:posting-batches:read","true","true"
"principal","accounting:posting-batches:retry","false","false"
"principal","accounting:payroll-handoff:read","true","true"
"principal","accounting:payroll-handoff:post","false","false"
"principal","accounting:expenses:read","true","true"
"principal","accounting:expenses:write","false","false"
"principal","accounting:vendors:read","true","true"
"principal","accounting:vendors:write","false","false"
"principal","accounting:payables:read","true","true"
"principal","accounting:payables:write","false","false"
"principal","accounting:reconciliation:read","true","true"
"principal","accounting:reconciliation:manage","false","false"
