local_level_id,district_id,type_id,type_code,name_en,name_ne
480,47,3,MUNICIPALITY,Buddhabhumi,बुद्धभुमी
481,47,3,MUNICIPALITY,Shivaraj,शिवराज
482,47,3,MUNICIPALITY,Krishnanagar,कृष्णनगर
483,47,3,MUNICIPALITY,Maharajgunj,महाराजगंज
484,47,4,RURAL_MUNICIPALITY,Mayadevi,मायादेवी
485,47,4,RURAL_MUNICIPALITY,Yashodhara,यसोधरा
486,47,4,RURAL_MUNICIPALITY,Suddhodan,सुद्धोधन
487,47,4,RURAL_MUNICIPALITY,Bijaynagar,विजयनगर
488,48,3,MUNICIPALITY,Bardaghat,बर्दघाट
489,48,3,MUNICIPALITY,Ramgram,रामग्राम
490,48,3,MUNICIPALITY,Sunwal,सुनवल
491,48,4,RURAL_MUNICIPALITY,Susta,सुस्ता
492,48,4,RURAL_MUNICIPALITY,Palhi Nandan,पाल्हीनन्दन
493,48,4,RURAL_MUNICIPALITY,Pratappur,प्रतापपुर
494,48,4,RURAL_MUNICIPALITY,Sarawal,सरावल
495,49,2,SUB_METROPOLITAN_CITY,Butwal,बुटवल
496,49,3,MUNICIPALITY,Devdaha,देवदह
497,49,3,MUNICIPALITY,Lumbini Sanskritik,लुम्बिनी सांस्कृतिक
498,49,3,MUNICIPALITY,Sainamaina,सैनामैना
499,49,3,MUNICIPALITY,Siddharthanagar,सिद्धार्थनगर
500,49,3,MUNICIPALITY,Tilottama,तिलोत्तमा
501,49,4,RURAL_MUNICIPALITY,Gaidahawa,गैडहवा
502,49,4,RURAL_MUNICIPALITY,Kanchan,कन्चन
503,49,4,RURAL_MUNICIPALITY,Kotahimai,कोटहीमाई
504,49,4,RURAL_MUNICIPALITY,Marchawari,मर्चवारी
505,49,4,RURAL_MUNICIPALITY,Mayadevi,मायादेवी
506,49,4,RURAL_MUNICIPALITY,Omsatiya,ओमसतिया
507,49,4,RURAL_MUNICIPALITY,Rohini,रोहिणी
508,49,4,RURAL_MUNICIPALITY,Sammarimai,सम्मरीमाई
509,49,4,RURAL_MUNICIPALITY,Siyari,सियारी
510,49,4,RURAL_MUNICIPALITY,Suddodhan,शुद्धोधन
511,50,3,MUNICIPALITY,Sandhikharka,सन्धिखर्क
512,50,3,MUNICIPALITY,Sitganga,शितगंगा
513,50,3,MUNICIPALITY,Bhumikasthan,भूमिकास्थान
514,50,4,RURAL_MUNICIPALITY,Chhatradev,छत्रदेव
515,50,4,RURAL_MUNICIPALITY,Panini,पाणिनी
516,50,4,RURAL_MUNICIPALITY,Malarani,मालारानी
517,51,3,MUNICIPALITY,Resunga,रेसुङ्गा
518,51,3,MUNICIPALITY,Musikot,मुसिकोट
519,51,4,RURAL_MUNICIPALITY,Rurukshetra,रुरुक्षेत्र
520,51,4,RURAL_MUNICIPALITY,Chhatrakot,छत्रकोट
521,51,4,RURAL_MUNICIPALITY,Gulmidarbar,गुल्मी दरबार
522,51,4,RURAL_MUNICIPALITY,Chandrakot,चन्द्रकोट
523,51,4,RURAL_MUNICIPALITY,Satyawati,सत्यवती
524,51,4,RURAL_MUNICIPALITY,Dhurkot,धुर्कोट
525,51,4,RURAL_MUNICIPALITY,Kaligandaki,कालीगण्डकी
526,51,4,RURAL_MUNICIPALITY,Isma,ईस्मा
527,51,4,RURAL_MUNICIPALITY,Malika,मालिका
528,51,4,RURAL_MUNICIPALITY,Madane,मदाने
529,52,3,MUNICIPALITY,Tansen,तानसेन
530,52,3,MUNICIPALITY,Rampur,रामपुर
531,52,4,RURAL_MUNICIPALITY,Rainadevi Chhahara,रैनादेवी छहरा
532,52,4,RURAL_MUNICIPALITY,Ripdikot,रिब्दिकोट
533,52,4,RURAL_MUNICIPALITY,Bagnaskali,बगनासकाली
534,52,4,RURAL_MUNICIPALITY,Rambha,रम्भा
535,52,4,RURAL_MUNICIPALITY,Purbakhola,पूर्वखोला
536,52,4,RURAL_MUNICIPALITY,Nisdi,निस्दी
537,52,4,RURAL_MUNICIPALITY,Mathagadhi,माथागढी
538,52,4,RURAL_MUNICIPALITY,Tinahu,तिनाउ
539,53,2,SUB_METROPOLITAN_CITY,Ghorahi,घोराही
540,53,2,SUB_METROPOLITAN_CITY,Tulsipur,तुल्सीपुर
541,53,3,MUNICIPALITY,Lamahi,लमही
542,53,4,RURAL_MUNICIPALITY,Gadhawa,गढवा
543,53,4,RURAL_MUNICIPALITY,Rajpur,राजपुर
544,53,4,RURAL_MUNICIPALITY,Shantinagar,शान्तिनगर
545,53,4,RURAL_MUNICIPALITY,Rapti,राप्ती
546,53,4,RURAL_MUNICIPALITY,Banglachuli,बंगलाचुली
547,53,4,RURAL_MUNICIPALITY,Dangisharan,दंगीशरण
548,53,4,RURAL_MUNICIPALITY,Babai,बबई
549,54,3,MUNICIPALITY,Sworgadwari,स्वर्गद्वारी
550,54,3,MUNICIPALITY,Pyuthan,प्यूठान
551,54,4,RURAL_MUNICIPALITY,Mandavi,माण्डवी
552,54,4,RURAL_MUNICIPALITY,Sarumarani,सरुमारानी
553,54,4,RURAL_MUNICIPALITY,Ayirawati,ऐरावती
554,54,4,RURAL_MUNICIPALITY,Mallarani,मल्लरानी
555,54,4,RURAL_MUNICIPALITY,Jhimruk,झिमरुक
556,54,4,RURAL_MUNICIPALITY,Naubahini,नौवहिनी
557,54,4,RURAL_MUNICIPALITY,Gaumukhi,गौमुखी
558,55,3,MUNICIPALITY,Rolpa,रोल्पा
559,55,4,RURAL_MUNICIPALITY,Runtigadi,रुन्टीगढी
560,55,4,RURAL_MUNICIPALITY,Triveni,त्रिवेणी
561,55,4,RURAL_MUNICIPALITY,Sunil Smiriti,सुनिल स्मृति
562,55,4,RURAL_MUNICIPALITY,Lungri,लुङग्री
563,55,4,RURAL_MUNICIPALITY,Sunchhahari,सुनछहरी
564,55,4,RURAL_MUNICIPALITY,Thawang,थवाङ
565,55,4,RURAL_MUNICIPALITY,Madi,माडी
566,55,4,RURAL_MUNICIPALITY,GangaDev,गंगादेव
567,55,4,RURAL_MUNICIPALITY,Pariwartan,परिवर्तन
568,56,4,RURAL_MUNICIPALITY,Putha Uttarganga,पुथा उत्तरगंगा
569,56,4,RURAL_MUNICIPALITY,Bhume,भूमे
570,56,4,RURAL_MUNICIPALITY,Sisne,सिस्ने
571,57,2,SUB_METROPOLITAN_CITY,Nepalgunj,नेपालगंज
572,57,3,MUNICIPALITY,Kohalpur,कोहलपुर
573,57,4,RURAL_MUNICIPALITY,Rapti-Sonari,राप्ती सोनारी
574,57,4,RURAL_MUNICIPALITY,Narainapur,नरैनापुर
575,57,4,RURAL_MUNICIPALITY,Duduwa,डुडुवा
576,57,4,RURAL_MUNICIPALITY,Janaki,जानकी
577,57,4,RURAL_MUNICIPALITY,Khajura,खजुरा
578,57,4,RURAL_MUNICIPALITY,Baijanath,बैजनाथ
579,58,3,MUNICIPALITY,Gulariya,गुलरिया
580,58,3,MUNICIPALITY,Rajapur,राजापुर
581,58,3,MUNICIPALITY,Madhuwan,मधुवन
582,58,3,MUNICIPALITY,Thakurbaba,ठाकुरबाबा
583,58,3,MUNICIPALITY,Basgadhi,बाँसगढी
584,58,3,MUNICIPALITY,Barbardiya,बारबर्दिया
585,58,4,RURAL_MUNICIPALITY,Badhaiyatal,बढैयाताल
586,58,4,RURAL_MUNICIPALITY,Geruwa,गेरुवा
587,59,3,MUNICIPALITY,Aathabiskot,आठबिसकोट
588,59,3,MUNICIPALITY,Musikot,मुसिकोट
589,59,3,MUNICIPALITY,Chaurjahari,चौरजहारी
590,59,4,RURAL_MUNICIPALITY,SaniBheri,सानी भेरी
591,59,4,RURAL_MUNICIPALITY,Triveni,त्रिवेणी
592,59,4,RURAL_MUNICIPALITY,Banphikot,बाँफिकोट
593,60,4,RURAL_MUNICIPALITY,Kumakh,कुमाख
594,60,4,RURAL_MUNICIPALITY,Kalimati,कालिमाटी
595,60,4,RURAL_MUNICIPALITY,Chhatreshwari,छत्रेश्वरी
596,60,4,RURAL_MUNICIPALITY,Darma,दार्मा
597,60,4,RURAL_MUNICIPALITY,Kapurkot,कपुरकोट
598,60,4,RURAL_MUNICIPALITY,Triveni,त्रिवेणी
599,60,4,RURAL_MUNICIPALITY,Siddha Kumakh,सिद्ध कुमाख
600,60,3,MUNICIPALITY,Bagchaur,बागचौर
601,60,3,MUNICIPALITY,Shaarda,शारदा
602,60,3,MUNICIPALITY,Bangad Kupinde,बनगाड कुपिण्डे
603,61,4,RURAL_MUNICIPALITY,Mudkechula,मुड्केचुला
604,61,4,RURAL_MUNICIPALITY,Kaike,काईके
605,61,4,RURAL_MUNICIPALITY,She Phoksundo,शे फोक्सुन्डो
606,61,4,RURAL_MUNICIPALITY,Jagadulla,जगदुल्ला
607,61,4,RURAL_MUNICIPALITY,Dolpo Buddha,डोल्पो बुद्ध
608,61,4,RURAL_MUNICIPALITY,Chharka Tongsong,छार्का ताङसोङ
609,61,3,MUNICIPALITY,Thuli Bheri,ठूली भेरी
610,61,3,MUNICIPALITY,Tripurasundari,त्रिपुरासुन्दरी
611,62,4,RURAL_MUNICIPALITY,Simkot,सिमकोट
612,62,4,RURAL_MUNICIPALITY,Sarkegad,सर्केगाड
613,62,4,RURAL_MUNICIPALITY,Adanchuli,अदानचुली
614,62,4,RURAL_MUNICIPALITY,Kharpunath,खार्पुनाथ
615,62,4,RURAL_MUNICIPALITY,Tanjakot,ताँजाकोट
616,62,4,RURAL_MUNICIPALITY,Chankheli,चंखेली
617,62,4,RURAL_MUNICIPALITY,Namkha,नाम्खा
618,63,4,RURAL_MUNICIPALITY,Tatopani,तातोपानी
619,63,4,RURAL_MUNICIPALITY,Patarasi,पातारासी
620,63,4,RURAL_MUNICIPALITY,Tila,तिला
621,63,4,RURAL_MUNICIPALITY,Kanaka Sundari,कनकासुन्दरी
622,63,4,RURAL_MUNICIPALITY,Sinja,सिंजा
623,63,4,RURAL_MUNICIPALITY,Hima,हिमा
624,63,4,RURAL_MUNICIPALITY,Guthichaur,गुठिचौर
625,63,3,MUNICIPALITY,Chandannath,चन्दननाथ
626,64,3,MUNICIPALITY,Khandachakra,खाँडाचक्र
627,64,3,MUNICIPALITY,Raskot,रास्कोट
628,64,3,MUNICIPALITY,Tilagufa,तिलागुफा
629,64,4,RURAL_MUNICIPALITY,Narharinath,नरहरिनाथ
630,64,4,RURAL_MUNICIPALITY,Palata,पलाता
631,64,4,RURAL_MUNICIPALITY,Shubha Kalika,शुभ कालीका
632,64,4,RURAL_MUNICIPALITY,Sanni Triveni,सान्नी त्रिवेणी
633,64,4,RURAL_MUNICIPALITY,Pachaljharana,पचालझरना
634,64,4,RURAL_MUNICIPALITY,Mahawai,महावै
635,65,4,RURAL_MUNICIPALITY,Khatyad,खत्याड
636,65,4,RURAL_MUNICIPALITY,Soru,सोरु
637,65,4,RURAL_MUNICIPALITY,Mugum Karmarong,मुगुम कार्मारोंग
638,65,3,MUNICIPALITY,Chhayanath Rara,छायाँनाथ रारा
639,66,4,RURAL_MUNICIPALITY,Simta,सिम्ता
640,66,4,RURAL_MUNICIPALITY,Barahatal,बराहताल
641,66,4,RURAL_MUNICIPALITY,Chaukune,चौकुने
642,66,4,RURAL_MUNICIPALITY,Chingad,चिङ्गाड
643,66,3,MUNICIPALITY,Gurbhakot,गुर्भाकोट
644,66,3,MUNICIPALITY,Birendranagar,बीरेन्द्रनगर
645,66,3,MUNICIPALITY,Bheriganga,भेरीगंगा
646,66,3,MUNICIPALITY,Panchapuri,पञ्चपुरी
647,66,3,MUNICIPALITY,Lekbeshi,लेकवेशी
648,67,3,MUNICIPALITY,Dullu,दुल्लु
649,67,4,RURAL_MUNICIPALITY,Gurans,गुराँस
650,67,4,RURAL_MUNICIPALITY,Bhairabi,भैरवी
651,67,4,RURAL_MUNICIPALITY,Naumule,नौमुले
652,67,4,RURAL_MUNICIPALITY,Mahabu,महावु
653,67,4,RURAL_MUNICIPALITY,Thantikandh,ठाँटीकाँध
654,67,4,RURAL_MUNICIPALITY,Bhagawatimai,भगवतीमाई
655,67,4,RURAL_MUNICIPALITY,Dungeshwar,डुंगेश्वर
656,67,3,MUNICIPALITY,Aathabis,आठबीस
657,67,3,MUNICIPALITY,Narayan,नारायण
658,67,3,MUNICIPALITY,Chamunda Bindrasaini,चामुण्डा विन्द्रासैनी
659,68,3,MUNICIPALITY,Chhedagad,छेडागाड
660,68,3,MUNICIPALITY,Bheri,भेरी
661,68,3,MUNICIPALITY,Nalgad,नलगाड
662,68,4,RURAL_MUNICIPALITY,Junichande,जुनीचाँदे
663,68,4,RURAL_MUNICIPALITY,Kuse,कुसे
664,68,4,RURAL_MUNICIPALITY,Barekot,बारेकोट
665,68,4,RURAL_MUNICIPALITY,Shivalaya,शिवालय
666,69,3,MUNICIPALITY,Mahakali,महाकाली
667,69,3,MUNICIPALITY,Shailyashikhar,शैल्यशिखर
668,69,4,RURAL_MUNICIPALITY,Naugad,नौगाड
669,69,4,RURAL_MUNICIPALITY,Malikarjun,मालिकार्जुन
670,69,4,RURAL_MUNICIPALITY,Marma,मार्मा
671,69,4,RURAL_MUNICIPALITY,Lekam,लेकम
672,69,4,RURAL_MUNICIPALITY,Duhun,दुहुँ
673,69,4,RURAL_MUNICIPALITY,Vyans,ब्याँस
674,69,4,RURAL_MUNICIPALITY,Apihimal,अपिहिमाल
675,70,3,MUNICIPALITY,Jayaprithvi,जयपृथ्वी
676,70,3,MUNICIPALITY,Bungal,बुंगल
677,70,4,RURAL_MUNICIPALITY,Kedarsyu,केदारस्युँ
678,70,4,RURAL_MUNICIPALITY,Thalara,थलारा
679,70,4,RURAL_MUNICIPALITY,Bitthadchir,वित्थडचिर
680,70,4,RURAL_MUNICIPALITY,Chhabis Pathibhera,छबिसपाथिभेरा
681,70,4,RURAL_MUNICIPALITY,Khaptadchhanna,खप्तडछान्ना
682,70,4,RURAL_MUNICIPALITY,Masta,मष्टा
683,70,4,RURAL_MUNICIPALITY,Durgathali,दुर्गाथली
684,70,4,RURAL_MUNICIPALITY,Talkot,तलकोट
685,70,4,RURAL_MUNICIPALITY,Surma,सूर्मा
686,70,4,RURAL_MUNICIPALITY,Saipal,साइपाल
687,71,3,MUNICIPALITY,Badimalika,बडीमालिका
688,71,3,MUNICIPALITY,Triveni,त्रिवेणी
689,71,3,MUNICIPALITY,Budhiganga,बुढीगंगा
690,71,3,MUNICIPALITY,Budhinanda,बुढीनन्दा
691,71,4,RURAL_MUNICIPALITY,Khaptad Chhededaha,खप्तड छेडेदह
692,71,4,RURAL_MUNICIPALITY,Swami Kartik Khapar,स्वामीकार्तिक खापर
693,71,4,RURAL_MUNICIPALITY,Jagannath,जगन्‍नाथ
694,71,4,RURAL_MUNICIPALITY,Himali,हिमाली
695,71,4,RURAL_MUNICIPALITY,Gaumul,गौमुल
696,72,3,MUNICIPALITY,Dashrathchanda,दशरथचन्द
697,72,3,MUNICIPALITY,Patan,पाटन
698,72,3,MUNICIPALITY,Melauli,मेलौली
699,72,3,MUNICIPALITY,Purchaudi,पुर्चौडी
700,72,4,RURAL_MUNICIPALITY,Dogdakedar,दोगडाकेदार
701,72,4,RURAL_MUNICIPALITY,Dilashaini,डीलासैनी
702,72,4,RURAL_MUNICIPALITY,Sigas,सिगास
703,72,4,RURAL_MUNICIPALITY,Pancheshwar,पञ्चेश्वर
704,72,4,RURAL_MUNICIPALITY,Surnaya,सुर्नया
705,72,4,RURAL_MUNICIPALITY,Shivanath,शिवनाथ
706,73,3,MUNICIPALITY,Dipayal Silgadhi,दिपायल सिलगढी
707,73,3,MUNICIPALITY,Shikhar,शिखर
708,73,4,RURAL_MUNICIPALITY,Aadarsha,आदर्श
709,73,4,RURAL_MUNICIPALITY,Purbichauki,पूर्वीचौकी
710,73,4,RURAL_MUNICIPALITY,K.I.Singh,के.आई.सिं.
711,73,4,RURAL_MUNICIPALITY,Jorayal,जोरायल
712,73,4,RURAL_MUNICIPALITY,Sayal,सायल
713,73,4,RURAL_MUNICIPALITY,Bogatan-Phudsil,बोगटान फुड्सिल
714,73,4,RURAL_MUNICIPALITY,Badikedar,बडीकेदार
715,74,4,RURAL_MUNICIPALITY,Ramaroshan,रामारोशन
716,74,4,RURAL_MUNICIPALITY,Chaurpati,चौरपाटी
717,74,4,RURAL_MUNICIPALITY,Turmakhand,तुर्माखाँद
718,74,4,RURAL_MUNICIPALITY,Mellekh,मेल्लेख
719,74,4,RURAL_MUNICIPALITY,Dhakari,ढकारी
720,74,4,RURAL_MUNICIPALITY,Bannigadi Jayagad,बान्निगढी जयगढ
721,74,3,MUNICIPALITY,Mangalsen,मंगलसेन
722,74,3,MUNICIPALITY,Kamalbazar,कमलबजार
723,74,3,MUNICIPALITY,Sanfebagar,साँफेबगर
724,74,3,MUNICIPALITY,Panchadewal Binayak,पन्चदेवल विनायक
725,75,4,RURAL_MUNICIPALITY,Navadurga,नवदुर्गा
726,75,4,RURAL_MUNICIPALITY,Aalitaal,आलिताल
727,75,4,RURAL_MUNICIPALITY,Ganyapadhura,गन्यापधुरा
728,75,4,RURAL_MUNICIPALITY,Bhageshwar,भागेश्वर
729,75,4,RURAL_MUNICIPALITY,Ajaymeru,अजयमेरु
730,75,3,MUNICIPALITY,Amargadhi,अमरगढी
731,75,3,MUNICIPALITY,Parshuram,परशुराम
732,76,3,MUNICIPALITY,Bhimdatta,भीमदत्त
733,76,3,MUNICIPALITY,Punarbas,पुर्नवास
734,76,3,MUNICIPALITY,Bedkot,वेदकोट
735,76,3,MUNICIPALITY,Mahakali,माहाकाली
736,76,3,MUNICIPALITY,Shuklaphanta,शुक्लाफाँटा
737,76,3,MUNICIPALITY,Belauri,बेलौरी
738,76,3,MUNICIPALITY,Krishnapur,कृष्णपुर
739,76,4,RURAL_MUNICIPALITY,Laljhadi,लालझाडी
740,76,4,RURAL_MUNICIPALITY,Beldandi,बेलडाडी
741,77,4,RURAL_MUNICIPALITY,Janaki,जानकी
742,77,4,RURAL_MUNICIPALITY,Kailari,कैलारी
743,77,4,RURAL_MUNICIPALITY,Joshipur,जोशीपुर
744,77,4,RURAL_MUNICIPALITY,Bardagoriya,बर्दगोरिया
745,77,4,RURAL_MUNICIPALITY,Mohanyal,मोहन्याल
746,77,4,RURAL_MUNICIPALITY,Chure,चुरे
747,77,3,MUNICIPALITY,Tikapur,टिकापुर
748,77,3,MUNICIPALITY,Ghodaghodi,घोडाघोडी
749,77,3,MUNICIPALITY,Lamkichuha,लम्कीचुहा
750,77,3,MUNICIPALITY,Bhajni,भजनी
751,77,3,MUNICIPALITY,Godawari,गोदावरी
752,77,3,MUNICIPALITY,Gauriganga,गौरीगंगा
753,77,2,SUB_METROPOLITAN_CITY,Dhangadhi,धनगढी
