local_level_id,district_id,type_id,type_code,name_en,name_ne
446,43,4,RURAL_MUNICIPALITY,Baudikali,बौदीकाली
447,43,4,RURAL_MUNICIPALITY,Bulingtar,बुलिङटार
448,43,4,RURAL_MUNICIPALITY,Binayi Tribeni,विनयी त्रिवेणी
449,43,4,RURAL_MUNICIPALITY,Hupsekot,हुप्सेकोट
450,44,3,MUNICIPALITY,Kushma,कुश्मा
451,44,3,MUNICIPALITY,Phalewas,फलेवास
452,44,4,RURAL_MUNICIPALITY,Jaljala,जलजला
453,44,4,RURAL_MUNICIPALITY,Paiyun,पैयूं
454,44,4,RURAL_MUNICIPALITY,Mahashila,महाशिला
455,44,4,RURAL_MUNICIPALITY,Modi,मोदी
456,44,4,RURAL_MUNICIPALITY,Bihadi,विहादी
457,45,3,MUNICIPALITY,Galyang,गल्याङ
458,45,3,MUNICIPALITY,Chapakot,चापाकोट
459,45,3,MUNICIPALITY,Putalibazar,पुतलीबजार
460,45,3,MUNICIPALITY,Bheerkot,भीरकोट
461,45,3,MUNICIPALITY,Waling,वालिङ
462,45,4,RURAL_MUNICIPALITY,Arjun Chaupari,अर्जुनचौपारी
463,45,4,RURAL_MUNICIPALITY,Aandhikhola,आँधिखोला
464,45,4,RURAL_MUNICIPALITY,Kaligandaki,कालीगण्डकी
465,45,4,RURAL_MUNICIPALITY,Phedikhola,फेदीखोला
466,45,4,RURAL_MUNICIPALITY,Harinas,हरिनास
467,45,4,RURAL_MUNICIPALITY,Biruwa,बिरुवा
468,46,3,MUNICIPALITY,Bhanu,भानु
469,46,3,MUNICIPALITY,Bhimad,भिमाद
470,46,3,MUNICIPALITY,Byas,व्यास
471,46,3,MUNICIPALITY,Suklagandaki,शुक्लागण्डकी
472,46,4,RURAL_MUNICIPALITY,AnbuKhaireni,आँबुखैरेनी
473,46,4,RURAL_MUNICIPALITY,Devghat,देवघाट
474,46,4,RURAL_MUNICIPALITY,Bandipur,वन्दिपुर
475,46,4,RURAL_MUNICIPALITY,Rishing,ऋषिङ्ग
476,46,4,RURAL_MUNICIPALITY,Ghiring,घिरिङ
477,46,4,RURAL_MUNICIPALITY,Myagde,म्याग्दे
478,47,3,MUNICIPALITY,Kapilvastu,कपिलवस्तु
479,47,3,MUNICIPALITY,Banganga,बाणगंगा
